libra_field,jsonpath,container,funcapp_xhibit_status,funcapp_libra_action,canonical_field,canonical_status,pcfdlrm_field,pcfdlrm_status,progression_field,progression_status,change_required,change_type,change_detail,tier,notes
n/a,$.migratedCase.hearings[*].weekCommencingDate.duration,hearings[*].weekCommencingDate,not_validated,not-validated-at-gate,duration,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.companyTelephoneNumber,defendants[*].individual.parentGuardianInformation,not_validated,not-validated-at-gate,companyTelephoneNumber,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.dateOfBirth,defendants[*].individual.parentGuardianInformation,not_validated,not-validated-at-gate,dateOfBirth,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.gender,defendants[*].individual.parentGuardianInformation,not_validated,not-validated-at-gate,gender,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.organisationName,defendants[*].individual.parentGuardianInformation,not_validated,not-validated-at-gate,organisationName,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.selfDefinedEthnicity,defendants[*].individual.parentGuardianInformation,not_validated,not-validated-at-gate,selfDefinedEthnicity,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
forename,$.migratedCase.defendants[*].individual.personalInformation.forename,defendants[*].individual.personalInformation,not_validated,not-validated-at-gate,forename,exists_required_in_libra_optional_in_canonical,n/a,already_flowing,n/a,assumed_flowing,no,libra-rule-only,"Canonical already permits it; the sheet's mandatory mark for forename must be enforced in the LIBRA validation rules, not the shared schema. Func-app: below the gate's validation depth — no change",n/a-already-in-canonical,
middleName,$.migratedCase.defendants[*].individual.personalInformation.middleName,defendants[*].individual.personalInformation,not_validated,not-validated-at-gate,middleName,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
surname,$.migratedCase.defendants[*].individual.personalInformation.surname,defendants[*].individual.personalInformation,not_validated,not-validated-at-gate,surname,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
title,$.migratedCase.defendants[*].individual.personalInformation.title,defendants[*].individual.personalInformation,not_validated,not-validated-at-gate,title,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
dateOfBirth,$.migratedCase.defendants[*].individual.selfDefinedInformation.dateOfBirth,defendants[*].individual.selfDefinedInformation,not_validated,not-validated-at-gate,dateOfBirth,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
ethnicity,$.migratedCase.defendants[*].individual.selfDefinedInformation.ethnicity,defendants[*].individual.selfDefinedInformation,not_validated,not-validated-at-gate,ethnicity,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
nationality,$.migratedCase.defendants[*].individual.selfDefinedInformation.nationality,defendants[*].individual.selfDefinedInformation,not_validated,not-validated-at-gate,nationality,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
alcoholOrDrugLevelAmount,$.migratedCase.defendants[*].offences[*].alcoholRelatedOffence.alcoholOrDrugLevelAmount,defendants[*].offences[*].alcoholRelatedOffence,not_validated,not-validated-at-gate,alcoholOrDrugLevelAmount,exists_different_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Generator artefact only (minimum:0 added for N-format integers) — not a real difference. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,"LIBRA integer, maximum 999, minimum 0 vs canonical integer, maximum 999"
alcoholOrDrugLevelMethod,$.migratedCase.defendants[*].offences[*].alcoholRelatedOffence.alcoholOrDrugLevelMethod,defendants[*].offences[*].alcoholRelatedOffence,not_validated,not-validated-at-gate,alcoholOrDrugLevelMethod,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
allocationDecisionDate,$.migratedCase.defendants[*].offences[*].allocationDecision.allocationDecisionDate,defendants[*].offences[*].allocationDecision,not_validated,not-validated-at-gate,allocationDecisionDate,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
pleaDate,$.migratedCase.defendants[*].offences[*].plea.pleaDate,defendants[*].offences[*].plea,not_validated,not-validated-at-gate,pleaDate,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
verdictDate,$.migratedCase.defendants[*].offences[*].verdict.verdictDate,defendants[*].offences[*].verdict,not_validated,not-validated-at-gate,verdictDate,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.address.address2,defendants[*].individual.parentGuardianInformation.address,not_validated,not-validated-at-gate,address2,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.address.address3,defendants[*].individual.parentGuardianInformation.address,not_validated,not-validated-at-gate,address3,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.address.address4,defendants[*].individual.parentGuardianInformation.address,not_validated,not-validated-at-gate,address4,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.address.address5,defendants[*].individual.parentGuardianInformation.address,not_validated,not-validated-at-gate,address5,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.address.postcode,defendants[*].individual.parentGuardianInformation.address,not_validated,not-validated-at-gate,postcode,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.forename,defendants[*].individual.parentGuardianInformation.personalInformation,not_validated,not-validated-at-gate,forename,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.middleName,defendants[*].individual.parentGuardianInformation.personalInformation,not_validated,not-validated-at-gate,middleName,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.observedEthnicity,defendants[*].individual.parentGuardianInformation.personalInformation,not_validated,not-validated-at-gate,observedEthnicity,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.title,defendants[*].individual.parentGuardianInformation.personalInformation,not_validated,not-validated-at-gate,title,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.personalInformation.address.address2,defendants[*].individual.personalInformation.address,not_validated,not-validated-at-gate,address2,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.personalInformation.address.address3,defendants[*].individual.personalInformation.address,not_validated,not-validated-at-gate,address3,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.personalInformation.address.address4,defendants[*].individual.personalInformation.address,not_validated,not-validated-at-gate,address4,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.personalInformation.address.address5,defendants[*].individual.personalInformation.address,not_validated,not-validated-at-gate,address5,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.personalInformation.address.postcode,defendants[*].individual.personalInformation.address,not_validated,not-validated-at-gate,postcode,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
home,$.migratedCase.defendants[*].individual.personalInformation.contactDetails.home,defendants[*].individual.personalInformation.contactDetails,not_validated,not-validated-at-gate,home,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
mobile,$.migratedCase.defendants[*].individual.personalInformation.contactDetails.mobile,defendants[*].individual.personalInformation.contactDetails,not_validated,not-validated-at-gate,mobile,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
primaryEmail,$.migratedCase.defendants[*].individual.personalInformation.contactDetails.primaryEmail,defendants[*].individual.personalInformation.contactDetails,not_validated,not-validated-at-gate,primaryEmail,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
secondaryEmail,$.migratedCase.defendants[*].individual.personalInformation.contactDetails.secondaryEmail,defendants[*].individual.personalInformation.contactDetails,not_validated,not-validated-at-gate,secondaryEmail,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
work,$.migratedCase.defendants[*].individual.personalInformation.contactDetails.work,defendants[*].individual.personalInformation.contactDetails,not_validated,not-validated-at-gate,work,exists_same_constraint,n/a,already_flowing,n/a,assumed_flowing,no,none,Identical on both sides. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.address.address2,defendants[*].individual.parentGuardianInformation.personalInformation.address,not_validated,not-validated-at-gate,address2,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.address.address3,defendants[*].individual.parentGuardianInformation.personalInformation.address,not_validated,not-validated-at-gate,address3,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.address.address4,defendants[*].individual.parentGuardianInformation.personalInformation.address,not_validated,not-validated-at-gate,address4,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.address.address5,defendants[*].individual.parentGuardianInformation.personalInformation.address,not_validated,not-validated-at-gate,address5,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.address.postcode,defendants[*].individual.parentGuardianInformation.personalInformation.address,not_validated,not-validated-at-gate,postcode,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails.home,defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails,not_validated,not-validated-at-gate,home,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails.mobile,defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails,not_validated,not-validated-at-gate,mobile,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails.primaryEmail,defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails,not_validated,not-validated-at-gate,primaryEmail,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails.secondaryEmail,defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails,not_validated,not-validated-at-gate,secondaryEmail,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
n/a,$.migratedCase.defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails.work,defendants[*].individual.parentGuardianInformation.personalInformation.contactDetails,not_validated,not-validated-at-gate,work,not_in_libra,n/a,already_flowing,n/a,assumed_flowing,no,none,LIBRA does not supply it and canonical already allows that. Func-app: below the gate's validation depth — no change,n/a-already-in-canonical,
